PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Lacto_Binary
-8.824748520235719,-0.2151131850498338,1.0677393368378545,-6.50859381221597,-4.215327289929393,4.443520962373088,1.5949635585253072,-5.933812191265588,-2.708361412642003,-8.381039165179159,1.0
36.682391596820196,0.6075350636584087,-2.022803931128607,-0.40718721298368626,2.3165118394732302,1.6759208297077386,-0.43111040717706955,-1.6124404252249867,0.755496240377072,2.170984003930577,0.0
-9.1792418953409,-23.828889900028027,21.93806147473596,21.630541290069548,-1.9380103754968232,-9.117282821090768,1.2449932965403994,6.319797151999152,3.6769980747908804,-1.8242384354165257,0.0
-5.316764223841195,-8.38653370213391,22.239024075575863,21.761644697308306,0.24960448508473743,-10.111110872156221,1.4676334804705236,6.784482188003386,3.7826032845402335,-0.10957237677383391,1.0
-7.5627638804793165,-4.211480013142676,-1.0096968612652597,-12.19018629417111,-5.214619102346418,-3.40205975037407,3.5705624251194097,7.860850195118429,2.194740524015357,7.341715366534446,0.0
-10.740968867360419,6.481467990822671,-0.37597035525562816,0.023310512091615387,-5.615738579045914,14.329672826240223,1.4284937944277853,9.137914260170518,1.337617901452553,-7.376157676826667,0.0
-7.485098971943223,-0.1445400807238304,-0.6290600568685214,-3.9071111411191946,-1.4170974177808153,-2.3432890758324807,-2.8090360486512695,-0.8360511838904898,-3.074070464280663,0.5732171411537115,1.0
-7.1427837004975,0.7928260690390019,-2.188440643974479,-3.6178893951558178,20.89850837251501,-2.71182057130688,-0.3258179566041143,3.523728315378196,-3.6107562135967233,-4.986460453183364,1.0
-7.491781975412748,0.13244433212795714,-2.011136478090294,0.16661483457584203,7.565124706338112,5.9292078136173165,-0.7785444808056065,-4.771953554327904,-1.0865587492506537,7.5539509487039,0.0
-8.129876058371266,3.411708832485381,-5.653815507421728,3.591045959870998,2.07525087845997,5.785319795695222,-5.151669885781705,2.9550244473689156,-1.84066103765868,2.01413073915065,0.0
-8.875783823701143,1.6845701382065532,-7.652160678209087,-0.28747117139139766,-5.243712323006383,0.5453610728241989,-9.475461907299623,6.443120751945063,-7.010280627038199,-1.1511273177592165,0.0
-8.22530290707125,1.7823212881980925,-7.887804038556077,2.980636185120597,-0.7492172264248529,0.8880246274265255,-0.32649079890472044,5.312398995034558,0.13734640651725627,1.9054387262371906,0.0
3.9106196704006013,-18.94566214823559,18.509908036497688,19.133799400869623,-1.8599614378928822,-7.092809533499325,1.53303702151364,6.314899996898017,3.597560346694115,-1.3485073264069798,1.0
44.614641277839965,5.405648909891432,1.2930045966684318,2.5982468137854973,0.7950613611181527,-0.33008844508255475,-4.696929816107281,-4.284542122337762,7.613308199081805,-1.235118175265241,0.0
40.68887596145977,-1.4675769850738054,0.31460655792973435,-4.839966180050415,-3.458392935839125,-1.9110648297408601,2.8463405511541033,4.757370500840418,2.3333074215506135,3.1825098854356995,1.0
-6.332091823220517,-14.387165575915567,8.391104862316418,7.223664425243523,-0.06873879714934716,-1.1791749253971835,-0.8862775016979669,-1.7975072146678184,-1.4700742710487749,1.4932012017604959,1.0
-1.6640740709973398,-4.07537281173421,-3.0211492059088294,-4.665477668385618,6.237449237153486,-2.7272271433122555,-3.2613956780657496,-2.5013828693888964,-2.7679489970268008,0.0454491016045897,1.0
-6.7811953834692815,-10.277555386523709,0.9852489678770957,-5.874971816006186,0.09312366865370958,14.732901858062643,6.285389388087733,-3.6939259634139523,3.884069941328271,-9.500153735756822,0.0
-9.24940630659779,9.341198537740372,-2.8348657319708437,2.972018328151251,0.7139207694033747,3.2041129975477802,-4.831420178366314,-0.12027553192515628,-5.094240056417261,4.8681006343879805,0.0
-9.135827710232338,4.717196505446092,3.5241589586564883,-11.027503380369351,-5.460109316167168,3.8803037093829955,7.517329591080803,5.524056936939145,4.286889762184289,-0.33425773254930924,0.0
-7.364456946105529,-7.607634431074624,-1.5151765070013157,-9.509711642123882,-2.2227331936122887,-1.0696739540281004,2.3183976408976696,4.3102594123276,0.7495094499001007,11.603882875881059,0.0
-7.613153644731387,8.476392443409697,-0.5846686573656625,-4.6531860199501285,11.212094136690435,-9.93346541400582,-26.35775752115322,-9.972453005145669,43.360330992426604,-7.539472522666969,1.0
-8.868377301702335,-4.013219764221995,10.01410663777689,7.0338882615526925,-0.2213122863820205,-5.112360405277181,-0.45486963945407655,0.24513020462291513,-0.7355231601433401,1.6562929541596438,1.0
-10.924831827451754,29.148400884119635,17.29388545730847,-4.4876593944801275,0.28855459955332297,-3.030642697955199,8.537364720500513,-1.4953200551852863,1.0916016001435014,0.684545339221375,0.0
-8.724085895231152,1.9135092139313414,-2.65971072844334,-0.8321416166404519,-2.978797414292991,-3.24834370268332,-3.640627977279038,-1.5256467605761563,-5.223487846625938,-0.6205372177066639,0.0
-8.369479962918696,0.20121150652801045,-3.654051196555832,0.020329255345727493,0.19352698781745659,6.025508806555666,1.6221136949707575,-4.689968234123684,-0.9857105787803162,-1.325481316597577,1.0
-10.242956711863448,14.369488783621748,-11.54634563003616,10.799742738142546,-1.5258938177600347,-8.01219478225141,13.316658393255512,-3.8242375378132962,2.3801333522276225,-2.546303113825227,0.0
-7.959101954325472,-2.6873741527742006,-3.9309051445077525,-7.564414216373188,-4.694478405330107,-3.2706634021243386,-11.46763825387795,-4.705051030333781,7.946363213079399,-8.728386570387114,0.0
-10.303802934943835,20.321192310305776,5.166351518054662,3.5258513214667495,1.5049815408850686,-3.594026470535943,5.647118314383886,-2.595539330387192,3.3755469902831714,-0.8511991280327016,0.0
-12.312738149396125,27.742042546914938,5.573226437720261,7.099039958717769,-2.610704026398764,3.3590614860991534,-2.9913998939437043,9.208157986487985,-2.235432599323056,-1.356941163226233,0.0
-8.408874811998158,1.9004059584387143,-3.2649064263489938,-3.29174266032996,-1.4750325148137087,-3.501257126329544,-14.325689513182585,-5.395787665537475,13.029570872244692,-4.781071862136077,1.0
-11.08954659473454,25.612839232920507,15.574109728787253,-4.7623655010522326,2.5313230457456344,-2.619386472320619,6.283591684081845,-5.421021903950835,-2.5028939346835544,-5.598162277104741,1.0
-7.340135666666283,-9.196877470017256,1.9435907968032824,-3.0258902116527007,-1.6225910196360624,-4.480428529689607,-0.7327287618656806,1.625505812388425,-0.7974951242873294,3.424558151337631,0.0
-10.430715115730418,5.787633191254414,-4.725117945819601,8.215029318284268,-3.6318354767365193,8.943776793732056,-6.106910897234274,13.620464377401218,-1.5925016327803356,-2.330671960667821,0.0
-5.720968177012726,-3.5666816283721534,-2.674971588846368,-2.3744240558795506,4.052637601208852,-0.2018154419393302,-1.9112172092356166,-3.4679890664158535,0.15075209212822527,2.4079974313390604,1.0
